race_id,favorite,favorite_odds,favorite_consensus,second_to_fav_odds_ratio,candidate_count,core_pair,four_cars,result,A_2of3_representatives_tickets,A_2of3_representatives_stake_yen,A_2of3_representatives_payout_yen,A_2of3_representatives_hit,B_core_pair_all_tickets,B_core_pair_all_stake_yen,B_core_pair_all_payout_yen,B_core_pair_all_hit,C_four_car_box_tickets,C_four_car_box_stake_yen,C_four_car_box_payout_yen,C_four_car_box_hit,D_four_car_without_favorite_tickets,D_four_car_without_favorite_stake_yen,D_four_car_without_favorite_payout_yen,D_four_car_without_favorite_hit
3620230712010007,2-3-7,6.7,0.11152402561748251,1.0149253731343284,1,2-4,2-3-4-7,1-2-4,2-4-7,100,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,14760,1,2-3-4|2-3-7|2-4-7|3-4-7,400,0,0,2-3-4|2-4-7|3-4-7,300,0,0
3620230712010008,3-5-7,5.1,0.1463547619217707,1.0980392156862746,1,1-3,1-3-5-7,2-3-7,1-3-7,100,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,1-3-5|1-3-7|1-5-7|3-5-7,400,0,0,1-3-5|1-3-7|1-5-7,300,0,0
3720230114010009,3-4-7,6.3,0.1184703186043943,1.015873015873016,2,4-7,,1-4-7,1-4-7|4-5-7,200,830,1,1-4-7|2-4-7|3-4-7|4-5-7|4-6-7,500,830,1,,0,0,0,,0,0,0
3720230227010007,1-4-5,6.8,0.10987790622487585,1.0,2,1-5,1-2-4-5,1-3-7,1-2-5|1-5-6,200,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,0,0,1-2-4|1-2-5|1-4-5|2-4-5,400,0,0,1-2-4|1-2-5|2-4-5,300,0,0
3720230329010011,1-3-5,4.0,0.1868158587383727,1.2,3,1-5,1-3-4-5,1-2-5,1-4-5|1-5-6|1-5-7,300,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,480,1,1-3-4|1-3-5|1-4-5|3-4-5,400,0,0,1-3-4|1-4-5|3-4-5,300,0,0
3720230529010007,1-6-7,4.1,0.18203110952080778,1.024390243902439,3,1-6,1-2-6-7,4-6-7,1-2-6|1-3-7|1-4-6,300,0,0,1-2-6|1-3-6|1-4-6|1-5-6|1-6-7,500,0,0,1-2-6|1-2-7|1-6-7|2-6-7,400,0,0,1-2-6|1-2-7|2-6-7,300,0,0
3720230621010008,1-3-7,4.0,0.18648556193695826,1.075,2,1-7,,2-3-5,1-5-7|1-6-7,200,0,0,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,0,0,,0,0,0,,0,0,0
3720230830010007,1-5-7,5.0,0.14916560634979592,1.1199999999999999,2,2-5,1-2-5-7,2-4-5,1-6-7|2-5-7,200,0,0,1-2-5|2-3-5|2-4-5|2-5-6|2-5-7,500,5980,1,1-2-5|1-2-7|1-5-7|2-5-7,400,0,0,1-2-5|1-2-7|2-5-7,300,0,0
3820230103010007,3-4-7,6.0,0.12430880859283089,1.0833333333333333,2,3-4,3-4-5-7,2-3-7,3-4-5|3-4-6,200,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,3-4-5|3-4-7|3-5-7|4-5-7,400,0,0,3-4-5|3-5-7|4-5-7,300,0,0
3820230910010006,1-3-4,5.5,0.13594692846774337,1.0545454545454545,1,3-4,1-3-4-6,1-4-6,3-4-6,100,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,1-3-4|1-3-6|1-4-6|3-4-6,400,1330,1,1-3-6|1-4-6|3-4-6,300,1330,1
3820231114010006,1-3-4,4.9,0.1518881203270996,1.2040816326530612,2,3-4,,3-4-7,1-3-5|3-4-6,200,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,1120,1,,0,0,0,,0,0,0
3820231114010010,1-3-7,5.6,0.1333415504007826,1.0535714285714286,2,1-5,1-3-5-7,2-3-6,1-5-7|3-6-7,200,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,0,0,1-3-5|1-3-7|1-5-7|3-5-7,400,0,0,1-3-5|1-5-7|3-5-7,300,0,0
3820231218010007,1-2-5,5.8,0.12870182463216162,1.1724137931034482,2,1-4,1-2-4-5,1-2-4,1-4-5|2-5-6,200,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,740,1,1-2-4|1-2-5|1-4-5|2-4-5,400,740,1,1-2-4|1-4-5|2-4-5,300,740,1
4220230116010007,1-3-5,4.5,0.1654171111976358,1.0222222222222221,1,1-3,1-3-5-6,1-3-7,1-3-6,100,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,460,1,1-3-5|1-3-6|1-5-6|3-5-6,400,0,0,1-3-6|1-5-6|3-5-6,300,0,0
4220230619010006,1-4-7,4.6,0.16200662995339424,1.1521739130434783,4,1-4,1-4-5-7,1-2-7,1-3-4|1-4-5|1-4-6|2-4-7,400,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,1-4-5|1-4-7|1-5-7|4-5-7,400,0,0,1-4-5|1-5-7|4-5-7,300,0,0
4220230624010008,2-4-5,5.6,0.1333881391367755,1.142857142857143,4,4-5,,1-4-7,1-2-5|2-3-5|4-5-6|4-5-7,400,0,0,1-4-5|2-4-5|3-4-5|4-5-6|4-5-7,500,0,0,,0,0,0,,0,0,0
4220230704010007,1-2-7,5.6,0.13355228279699752,1.125,2,1-7,1-2-5-7,1-2-7,1-4-7|1-5-7,200,0,0,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,560,1,1-2-5|1-2-7|1-5-7|2-5-7,400,560,1,1-2-5|1-5-7|2-5-7,300,0,0
4220230704010008,1-2-4,5.2,0.1435425005230465,1.1346153846153846,2,1-2,1-2-4-5,1-4-5,1-2-5|1-3-4,200,0,0,1-2-3|1-2-4|1-2-5|1-2-6|1-2-7,500,0,0,1-2-4|1-2-5|1-4-5|2-4-5,400,1000,1,1-2-5|1-4-5|2-4-5,300,1000,1
4420230227010006,1-2-7,4.5,0.16566099670672277,1.1555555555555557,1,2-4,1-2-4-7,2-5-7,2-4-7,100,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,0,0,1-2-4|1-2-7|1-4-7|2-4-7,400,0,0,1-2-4|1-4-7|2-4-7,300,0,0
4420230227010007,1-4-6,4.2,0.1775960945675499,1.0952380952380951,2,1-4,,1-3-7,1-3-4|1-4-7,200,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,,0,0,0,,0,0,0
4420230227010008,1-5-6,4.8,0.15511560686778672,1.0416666666666667,1,1-6,1-5-6-7,3-5-7,1-6-7,100,0,0,1-2-6|1-3-6|1-4-6|1-5-6|1-6-7,500,0,0,1-5-6|1-5-7|1-6-7|5-6-7,400,0,0,1-5-7|1-6-7|5-6-7,300,0,0
4420230508010007,1-3-5,4.7,0.15844227426291937,1.0425531914893618,1,3-5,1-3-5-7,1-3-5,3-5-7,100,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,470,1,1-3-5|1-3-7|1-5-7|3-5-7,400,470,1,1-3-7|1-5-7|3-5-7,300,0,0
4420230610010008,1-2-4,4.0,0.18588971925337364,1.05,4,1-4,,2-3-5,1-2-7|1-3-4|1-4-5|2-4-6,400,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,,0,0,0,,0,0,0
4420231029010006,3-5-7,4.6,0.16208573742855995,1.1956521739130437,3,3-5,,2-3-5,2-3-7|3-4-5|3-5-6,300,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,780,1,,0,0,0,,0,0,0
4420231211010009,1-2-4,5.0,0.1491819197544034,1.02,1,2-4,1-2-4-5,1-3-4,2-4-5,100,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,0,0,1-2-4|1-2-5|1-4-5|2-4-5,400,0,0,1-2-5|1-4-5|2-4-5,300,0,0
4420231231010008,2-5-7,4.8,0.15563904218240518,1.1666666666666667,0,,,2-3-5,,0,0,0,,0,0,0,,0,0,0,,0,0,0
4520230107010011,1-2-7,4.1,0.18101913314705587,1.1219512195121952,4,2-7,,1-2-7,1-4-7|2-3-7|2-5-7|2-6-7,400,0,0,1-2-7|2-3-7|2-4-7|2-5-7|2-6-7,500,410,1,,0,0,0,,0,0,0
4620230409010009,1-3-7,4.1,0.18127818672355708,1.0731707317073174,1,2-3,1-2-3-7,1-3-7,2-3-7,100,0,0,1-2-3|2-3-4|2-3-5|2-3-6|2-3-7,500,0,0,1-2-3|1-2-7|1-3-7|2-3-7,400,410,1,1-2-3|1-2-7|2-3-7,300,0,0
4620230409010011,2-5-7,4.3,0.17291579558097372,1.0232558139534884,1,2-6,2-5-6-7,2-4-7,2-6-7,100,0,0,1-2-6|2-3-6|2-4-6|2-5-6|2-6-7,500,0,0,2-5-6|2-5-7|2-6-7|5-6-7,400,0,0,2-5-6|2-6-7|5-6-7,300,0,0
4620230420010008,1-4-7,5.0,0.14918627084042363,1.1,1,1-4,1-4-6-7,1-4-7,1-4-6,100,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,500,1,1-4-6|1-4-7|1-6-7|4-6-7,400,500,1,1-4-6|1-6-7|4-6-7,300,0,0
4620230420010009,2-4-7,5.1,0.1460874626490556,1.0980392156862746,2,1-4,1-2-4-7,1-2-3,1-4-7|2-4-6,200,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,1-2-4|1-2-7|1-4-7|2-4-7,400,0,0,1-2-4|1-2-7|1-4-7,300,0,0
4620230420010010,1-3-4,4.5,0.16602284426229177,1.0444444444444445,2,1-4,1-3-4-5,3-5-6,1-4-5|3-4-6,200,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,1-3-4|1-3-5|1-4-5|3-4-5,400,0,0,1-3-5|1-4-5|3-4-5,300,0,0
4620230511010008,1-5-7,4.1,0.18158565113168748,1.0975609756097562,2,5-7,1-3-5-7,3-4-5,2-5-7|3-5-7,200,0,0,1-5-7|2-5-7|3-5-7|4-5-7|5-6-7,500,0,0,1-3-5|1-3-7|1-5-7|3-5-7,400,0,0,1-3-5|1-3-7|3-5-7,300,0,0
4620230712010006,3-4-5,6.3,0.11860274399189391,1.1587301587301588,2,4-5,3-4-5-7,2-3-7,1-3-5|4-5-7,200,0,0,1-4-5|2-4-5|3-4-5|4-5-6|4-5-7,500,0,0,3-4-5|3-4-7|3-5-7|4-5-7,400,0,0,3-4-7|3-5-7|4-5-7,300,0,0
4620230712010011,1-2-5,4.5,0.16565674763108257,1.0666666666666667,2,1-5,1-2-5-7,1-4-5,1-5-7|2-5-6,200,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,720,1,1-2-5|1-2-7|1-5-7|2-5-7,400,0,0,1-2-7|1-5-7|2-5-7,300,0,0
4620230831010009,1-3-7,4.1,0.18149856754947613,1.1463414634146343,1,1-4,1-3-4-7,2-3-4,1-4-7,100,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,1-3-4|1-3-7|1-4-7|3-4-7,400,0,0,1-3-4|1-4-7|3-4-7,300,0,0
4620231010010008,1-3-4,4.7,0.15876248768184323,1.127659574468085,2,1-3,,2-5-7,1-2-3|1-3-5,200,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,,0,0,0,,0,0,0
4720231101010008,1-3-4,6.3,0.11861503444888977,1.1904761904761905,1,3-4,1-3-4-5,3-4-5,3-4-5,100,1110,1,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,1110,1,1-3-4|1-3-5|1-4-5|3-4-5,400,1110,1,1-3-5|1-4-5|3-4-5,300,1110,1
4720231201010008,1-3-5,4.6,0.1621170070345702,1.0869565217391306,3,1-5,1-3-5-7,1-3-5,1-4-5|1-5-6|1-5-7,300,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,460,1,1-3-5|1-3-7|1-5-7|3-5-7,400,460,1,1-3-7|1-5-7|3-5-7,300,0,0
4720231208010008,1-3-7,4.1,0.18209243601279357,1.048780487804878,4,1-7,1-3-4-7,1-3-4,1-2-7|1-3-5|1-4-7|1-6-7,400,0,0,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,0,0,1-3-4|1-3-7|1-4-7|3-4-7,400,450,1,1-3-4|1-4-7|3-4-7,300,450,1
4720231208010010,2-4-5,5.0,0.1490626935319458,1.06,2,4-5,2-3-4-5,2-4-5,3-4-5|4-5-6,200,0,0,1-4-5|2-4-5|3-4-5|4-5-6|4-5-7,500,500,1,2-3-4|2-3-5|2-4-5|3-4-5,400,500,1,2-3-4|2-3-5|3-4-5,300,0,0
4820230218010009,2-4-6,5.1,0.1460458216708163,1.019607843137255,1,2-4,2-4-6-7,1-2-4,2-4-7,100,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,520,1,2-4-6|2-4-7|2-6-7|4-6-7,400,0,0,2-4-7|2-6-7|4-6-7,300,0,0
4820230316010008,1-2-5,5.6,0.1332739979454501,1.017857142857143,2,2-5,1-2-4-5,1-2-5,2-3-5|2-4-5,200,0,0,1-2-5|2-3-5|2-4-5|2-5-6|2-5-7,500,560,1,1-2-4|1-2-5|1-4-5|2-4-5,400,560,1,1-2-4|1-4-5|2-4-5,300,0,0
4820230324010008,1-3-4,5.1,0.14651871175479392,1.0784313725490198,3,1-4,1-3-4-7,1-3-4,1-2-4|1-3-5|1-4-7,300,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,510,1,1-3-4|1-3-7|1-4-7|3-4-7,400,510,1,1-3-7|1-4-7|3-4-7,300,0,0
4820230412010006,1-5-7,5.1,0.14635615376724562,1.0,2,5-7,1-4-5-7,1-2-5,4-5-7|5-6-7,200,0,0,1-5-7|2-5-7|3-5-7|4-5-7|5-6-7,500,0,0,1-4-5|1-4-7|1-5-7|4-5-7,400,0,0,1-4-5|1-4-7|4-5-7,300,0,0
4820230629010008,3-5-7,7.1,0.10517285896217923,1.0563380281690142,3,5-7,2-3-5-7,1-3-4,1-5-7|2-5-7|3-6-7,300,0,0,1-5-7|2-5-7|3-5-7|4-5-7|5-6-7,500,0,0,2-3-5|2-3-7|2-5-7|3-5-7,400,0,0,2-3-5|2-3-7|2-5-7,300,0,0
5120230312010008,1-4-5,4.7,0.1586889990181091,1.0212765957446808,3,1-4,,1-3-5,1-2-4|1-4-6|1-4-7,300,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,,0,0,0,,0,0,0
5120230312010010,1-2-4,4.7,0.15871321854619128,1.1914893617021276,1,1-2,1-2-4-5,1-2-4,1-2-5,100,0,0,1-2-3|1-2-4|1-2-5|1-2-6|1-2-7,500,470,1,1-2-4|1-2-5|1-4-5|2-4-5,400,470,1,1-2-5|1-4-5|2-4-5,300,0,0
5120231002010009,1-4-5,4.8,0.15518479300445454,1.0416666666666667,4,1-5,,3-5-7,1-2-5|1-3-5|1-5-6|4-5-7,400,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,0,0,,0,0,0,,0,0,0
5120231113010010,3-5-7,6.1,0.12239288199791254,1.0327868852459017,2,2-3,2-3-5-7,2-5-7,2-3-5|3-4-7,200,0,0,1-2-3|2-3-4|2-3-5|2-3-6|2-3-7,500,0,0,2-3-5|2-3-7|2-5-7|3-5-7,400,630,1,2-3-5|2-3-7|2-5-7,300,630,1
5120231113010011,1-2-5,4.2,0.1774075203608108,1.1666666666666667,1,2-5,1-2-5-6,1-2-5,2-5-6,100,0,0,1-2-5|2-3-5|2-4-5|2-5-6|2-5-7,500,420,1,1-2-5|1-2-6|1-5-6|2-5-6,400,420,1,1-2-6|1-5-6|2-5-6,300,0,0
5320230508010010,2-4-5,4.3,0.17332057293345668,1.1162790697674418,1,4-5,2-4-5-6,3-5-6,4-5-6,100,0,0,1-4-5|2-4-5|3-4-5|4-5-6|4-5-7,500,0,0,2-4-5|2-4-6|2-5-6|4-5-6,400,0,0,2-4-6|2-5-6|4-5-6,300,0,0
5320231010010008,1-3-5,4.7,0.15833753056879732,1.0638297872340425,2,1-4,1-3-4-5,3-4-5,1-4-5|2-3-5,200,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,1-3-4|1-3-5|1-4-5|3-4-5,400,660,1,1-3-4|1-4-5|3-4-5,300,660,1
5320231116010006,3-5-7,4.3,0.17385049062192073,1.1860465116279069,1,1-3,1-3-5-7,2-4-7,1-3-7,100,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,1-3-5|1-3-7|1-5-7|3-5-7,400,0,0,1-3-5|1-3-7|1-5-7,300,0,0
5320231116010009,1-5-6,4.0,0.18565903788325758,1.175,3,1-6,1-5-6-7,1-4-5,1-2-5|1-4-6|1-6-7,300,0,0,1-2-6|1-3-6|1-4-6|1-5-6|1-6-7,500,0,0,1-5-6|1-5-7|1-6-7|5-6-7,400,0,0,1-5-7|1-6-7|5-6-7,300,0,0
5320231218010009,1-2-4,5.4,0.13804893807693458,1.0185185185185184,2,2-4,1-2-4-7,2-3-4,1-4-6|2-4-7,200,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,2790,1,1-2-4|1-2-7|1-4-7|2-4-7,400,0,0,1-2-7|1-4-7|2-4-7,300,0,0
5420230120010006,1-3-5,5.5,0.13555186525327761,1.1636363636363638,2,1-5,,2-3-6,1-2-3|1-5-7,200,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,0,0,,0,0,0,,0,0,0
5420230227010006,1-4-5,4.2,0.17737541872858734,1.1666666666666667,2,1-2,1-2-4-5,2-5-7,1-2-5|4-5-6,200,0,0,1-2-3|1-2-4|1-2-5|1-2-6|1-2-7,500,0,0,1-2-4|1-2-5|1-4-5|2-4-5,400,0,0,1-2-4|1-2-5|2-4-5,300,0,0
5420230227010007,2-5-7,5.6,0.1335924831863014,1.017857142857143,2,1-2,1-2-5-7,4-5-7,1-2-5|2-6-7,200,0,0,1-2-3|1-2-4|1-2-5|1-2-6|1-2-7,500,0,0,1-2-5|1-2-7|1-5-7|2-5-7,400,0,0,1-2-5|1-2-7|1-5-7,300,0,0
5420230227010009,1-2-5,4.0,0.18606116370085962,1.2,2,1-5,,2-4-5,1-3-5|1-5-6,200,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,0,0,,0,0,0,,0,0,0
5420230227010010,1-4-5,5.0,0.14911713617362313,1.1199999999999999,1,3-4,1-3-4-5,1-3-4,3-4-5,100,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,1170,1,1-3-4|1-3-5|1-4-5|3-4-5,400,1170,1,1-3-4|1-3-5|3-4-5,300,1170,1
5420230227010011,1-3-7,6.4,0.11677979345132784,1.0,0,,,1-3-7,,0,0,0,,0,0,0,,0,0,0,,0,0,0
5420230629010007,2-4-7,4.2,0.17785333457328928,1.0952380952380951,2,3-4,2-3-4-7,2-4-7,2-4-6|3-4-7,200,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,2-3-4|2-3-7|2-4-7|3-4-7,400,420,1,2-3-4|2-3-7|3-4-7,300,0,0
5420231027010006,1-5-7,4.2,0.1774702260137201,1.0238095238095237,2,1-7,1-4-5-7,1-4-7,1-3-7|1-4-7,200,430,1,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,430,1,1-4-5|1-4-7|1-5-7|4-5-7,400,430,1,1-4-5|1-4-7|4-5-7,300,430,1
5520230622010006,1-5-7,4.4,0.16919454022770766,1.0227272727272727,3,1-7,1-2-5-7,2-3-5,1-2-7|1-3-7|1-6-7,300,0,0,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,0,0,1-2-5|1-2-7|1-5-7|2-5-7,400,0,0,1-2-5|1-2-7|2-5-7,300,0,0
5520230904010006,1-3-4,4.7,0.15870021502428697,1.148936170212766,2,1-3,1-3-4-5,1-3-5,1-3-5|3-4-7,200,540,1,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,540,1,1-3-4|1-3-5|1-4-5|3-4-5,400,540,1,1-3-5|1-4-5|3-4-5,300,540,1
5520230904010008,1-2-7,4.5,0.16568535138789547,1.1333333333333333,2,1-4,1-2-4-7,1-4-7,1-2-6|1-4-7,200,830,1,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,830,1,1-2-4|1-2-7|1-4-7|2-4-7,400,830,1,1-2-4|1-4-7|2-4-7,300,830,1
5520231128010007,1-3-5,5.6,0.1328982213405816,1.0714285714285714,2,3-5,1-3-4-5,3-5-7,3-4-5|3-5-6,200,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,720,1,1-3-4|1-3-5|1-4-5|3-4-5,400,0,0,1-3-4|1-4-5|3-4-5,300,0,0
5620230214010008,3-4-7,4.6,0.1624223537267751,1.1521739130434783,2,3-7,1-3-4-7,1-6-7,1-3-7|3-5-7,200,0,0,1-3-7|2-3-7|3-4-7|3-5-7|3-6-7,500,0,0,1-3-4|1-3-7|1-4-7|3-4-7,400,0,0,1-3-4|1-3-7|1-4-7,300,0,0
5620230505010011,1-4-5,4.1,0.18242192981257396,1.1707317073170733,2,4-5,1-4-5-7,1-4-5,4-5-6|4-5-7,200,0,0,1-4-5|2-4-5|3-4-5|4-5-6|4-5-7,500,410,1,1-4-5|1-4-7|1-5-7|4-5-7,400,410,1,1-4-7|1-5-7|4-5-7,300,0,0
5620230802010007,1-3-5,4.8,0.15529581256354752,1.1666666666666667,1,3-4,1-3-4-5,1-4-5,3-4-5,100,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,1-3-4|1-3-5|1-4-5|3-4-5,400,860,1,1-3-4|1-4-5|3-4-5,300,860,1
6120230529010006,2-4-7,4.9,0.15252656300321854,1.040816326530612,1,2-3,2-3-4-7,1-2-7,2-3-7,100,0,0,1-2-3|2-3-4|2-3-5|2-3-6|2-3-7,500,0,0,2-3-4|2-3-7|2-4-7|3-4-7,400,0,0,2-3-4|2-3-7|3-4-7,300,0,0
6120230529010007,1-3-7,6.1,0.12233645426621292,1.098360655737705,1,1-6,1-3-6-7,1-5-7,1-6-7,100,0,0,1-2-6|1-3-6|1-4-6|1-5-6|1-6-7,500,0,0,1-3-6|1-3-7|1-6-7|3-6-7,400,0,0,1-3-6|1-6-7|3-6-7,300,0,0
6120230606010006,1-2-7,5.4,0.13836271063781785,1.0185185185185184,4,1-7,,1-5-7,1-3-7|1-5-7|1-6-7|2-4-7,400,1720,1,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,1720,1,,0,0,0,,0,0,0
6120230606010008,1-4-5,4.1,0.18154626781105626,1.0731707317073174,3,1-5,1-4-5-6,1-4-5,1-3-5|1-5-6|2-4-5,300,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,410,1,1-4-5|1-4-6|1-5-6|4-5-6,400,410,1,1-4-6|1-5-6|4-5-6,300,0,0
6120230731010008,1-4-5,4.0,0.18648961046209242,1.0,3,1-5,1-4-5-7,1-2-5,1-5-6|1-5-7|2-4-5,300,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,470,1,1-4-5|1-4-7|1-5-7|4-5-7,400,0,0,1-4-7|1-5-7|4-5-7,300,0,0
6120230731010009,1-3-7,4.7,0.15839208374202404,1.0,3,1-7,1-3-4-7,1-4-7,1-4-7|1-5-7|1-6-7,300,470,1,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,470,1,1-3-4|1-3-7|1-4-7|3-4-7,400,470,1,1-3-4|1-4-7|3-4-7,300,470,1
6120230907010007,1-2-5,4.2,0.17745855901646707,1.0,4,2-5,1-2-5-7,1-4-6,1-2-4|1-5-6|2-3-5|2-5-7,400,0,0,1-2-5|2-3-5|2-4-5|2-5-6|2-5-7,500,0,0,1-2-5|1-2-7|1-5-7|2-5-7,400,0,0,1-2-7|1-5-7|2-5-7,300,0,0
6120230907010008,1-2-7,5.6,0.13366811772486342,1.0,2,2-7,1-2-4-7,1-4-5,2-3-7|2-4-7,200,0,0,1-2-7|2-3-7|2-4-7|2-5-7|2-6-7,500,0,0,1-2-4|1-2-7|1-4-7|2-4-7,400,0,0,1-2-4|1-4-7|2-4-7,300,0,0
6120231005010007,1-4-5,4.3,0.17326923690821888,1.069767441860465,1,1-3,1-3-4-5,1-3-5,1-3-4,100,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,1220,1,1-3-4|1-3-5|1-4-5|3-4-5,400,1220,1,1-3-4|1-3-5|3-4-5,300,1220,1
6120231005010009,3-4-7,4.3,0.17376525374735416,1.1162790697674418,1,3-4,,1-5-7,3-4-5,100,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,,0,0,0,,0,0,0
6120231204010006,2-3-4,7.3,0.10249186697520472,1.0136986301369864,2,2-3,2-3-4-7,1-3-4,2-3-6|2-3-7,200,0,0,1-2-3|2-3-4|2-3-5|2-3-6|2-3-7,500,0,0,2-3-4|2-3-7|2-4-7|3-4-7,400,0,0,2-3-7|2-4-7|3-4-7,300,0,0
6220230115010008,1-2-5,4.1,0.18135038217172164,1.0,0,,,1-3-5,,0,0,0,,0,0,0,,0,0,0,,0,0,0
6220230206010006,1-2-5,4.7,0.1590400867697275,1.127659574468085,2,2-5,,3-5-7,1-5-7|2-5-6,200,0,0,1-2-5|2-3-5|2-4-5|2-5-6|2-5-7,500,0,0,,0,0,0,,0,0,0
7120230315010007,2-3-5,4.9,0.15236569533679267,1.040816326530612,1,3-5,2-3-5-7,2-3-7,3-5-7,100,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,0,0,2-3-5|2-3-7|2-5-7|3-5-7,400,510,1,2-3-7|2-5-7|3-5-7,300,510,1
7120230315010008,1-2-7,4.9,0.15220703873008012,1.0204081632653061,1,1-2,1-2-5-7,1-2-5,1-2-5,100,500,1,1-2-3|1-2-4|1-2-5|1-2-6|1-2-7,500,500,1,1-2-5|1-2-7|1-5-7|2-5-7,400,500,1,1-2-5|1-5-7|2-5-7,300,500,1
7120230315010009,2-3-7,4.4,0.16940836715248217,1.159090909090909,3,2-7,2-3-6-7,1-2-3,1-2-7|2-6-7|3-5-7,300,0,0,1-2-7|2-3-7|2-4-7|2-5-7|2-6-7,500,0,0,2-3-6|2-3-7|2-6-7|3-6-7,400,0,0,2-3-6|2-6-7|3-6-7,300,0,0
7120230619010011,1-2-7,4.2,0.17738855438340195,1.1428571428571428,2,2-6,1-2-6-7,1-2-7,1-3-7|2-6-7,200,0,0,1-2-6|2-3-6|2-4-6|2-5-6|2-6-7,500,0,0,1-2-6|1-2-7|1-6-7|2-6-7,400,420,1,1-2-6|1-6-7|2-6-7,300,0,0
7120230715010007,2-5-7,5.7,0.13099834518048498,1.1228070175438596,2,1-5,1-2-5-7,1-3-5,1-5-7|2-4-5,200,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,5840,1,1-2-5|1-2-7|1-5-7|2-5-7,400,0,0,1-2-5|1-2-7|1-5-7,300,0,0
7120230715010010,2-3-7,5.0,0.1492724375401786,1.1800000000000002,2,3-7,2-3-6-7,2-6-7,3-5-7|3-6-7,200,0,0,1-3-7|2-3-7|3-4-7|3-5-7|3-6-7,500,0,0,2-3-6|2-3-7|2-6-7|3-6-7,400,2830,1,2-3-6|2-6-7|3-6-7,300,2830,1
